,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
3464,0xf5a1b6691b50b4c9b25b4e5e7c9363901720beeb243ded6182726a0973606434,4324130,1506757634,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,7.001050000000000000,NULL,NULL,0
3465,0x84ddc809ff18e658ad15870b30bba0bcf67cf49d2e40ae0b3675718c58fbc044,4324150,1506758279,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.300050000000000000,NULL,NULL,0
3466,0x53a6a9c7cfd445286cba63134b3d3e05f52bd675a9880272a361e3b270a3bd8d,4324165,1506758893,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.601050000000000000,NULL,NULL,0
3467,0x54c44ab472320a628de7c048f54e41d6e43572d70b6866eebac7d290e8a60db6,4324223,1506760744,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,5.052100000000000000,NULL,NULL,0
3468,0x2b8968f9e1d0917148287413fc894af190635792d7afd1299bc96d8f473f0292,4324266,1506762613,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.012100000000000000,NULL,NULL,0
3469,0x46881faead47e7e710577f43e446a4f16d8df5acd4560bb028287ff825ea74e5,4324304,1506763769,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,299.018501240000000000,NULL,NULL,0
3470,0x42581bed47425e01f8ab4305065fe939f9fdd93650a7871540bab473da5a16f6,4324313,1506764228,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.991050000000000000,NULL,NULL,0
3471,0xb2cc3613330560dce9c05f2f3445b0ee6e9783740383652496d067bec197f7bb,4324378,1506766119,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,10.001050000000000000,NULL,NULL,0
3472,0xd1123151e104bc978cae8e45ecc68832fdc9628b4cea443dc665a491387b5f98,4324448,1506767846,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3473,0x5c4d0b361396c09178020e130e136a5dca24b97b5e3b4d2059c233997b9e651a,4324492,1506769087,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,15.001050000000000000,NULL,NULL,0
3474,0xdec3b4701c9a05e78b8c49851aa30e637443a5b30a00af6ceea43b331665d160,4324528,1506770310,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3475,0xe4e7a82880b9712a97c5f080c69927c131bc8c24931cffca5390599bcbe763ee,4324552,1506770992,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,19.006050000000000000,NULL,NULL,0
3476,0x7eed1c6333dc899005ae59be01f5fd031b3535239c709215eb98745c934c8a0c,4324633,1506773498,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,71.407462860000000000,NULL,NULL,0
3477,0x46dd8c4175f9dd07dbf061fb1b84c7444188abb683fba12e634b3692d5265152,4324679,1506774719,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.092100000000000000,NULL,NULL,0
3478,0xbc1b88655e2cd50ffe53d517f9ec902bbeeaa222bc62624d7612b16605ecd64c,4324697,1506775367,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,20.060850000000000000,NULL,NULL,0
3479,0xc08392668f4ef4ef96818cb564614d1f6adf47aa8dca48a7a7644a93dd6705b7,4324736,1506776627,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.006230000000000000,NULL,NULL,0
3480,0xb1015449d22dc45da0801fbfa6de5accfed68dca04e9e769a139eb7596050af7,4324889,1506780821,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.062100000000000000,NULL,NULL,0
3481,0x3eb103767d49d3ad321dbbcdea8ab4f202d3df575712fd7d52b1d17445ba1398,4324921,1506782048,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.991050000000000000,NULL,NULL,0
3482,0x0d607909a76a3adb76bd4e37f56f3def9a4532b1837ab12d3c13c3323c7c8d05,4324939,1506782664,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.181050000000000000,NULL,NULL,0
3483,0xea0d340cddf635b35b5fbea73deb156a7469ccbe2c724a7fffce87b3affcde59,4324961,1506783313,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.301050000000000000,NULL,NULL,0
3484,0xa8f829ce46ce69cd8c4587b1c345fdf330ad94afff2125519ca0f66c435186c2,4324976,1506783947,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.001050000000000000,NULL,NULL,0
3485,0x187fb7c4e4a26d2b3db51172b5684d983cada630cb3b23a44a43ca2c71beb7f1,4325002,1506784579,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.001050000000000000,NULL,NULL,0
3486,0x4a2243c13f8df0f8d2794ef2adda3e08059e64b777efb0158ceec11beb8d7bf9,4325029,1506785194,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.021050000000000000,NULL,NULL,0
3487,0xf50e6e1c464a87d9ee9c882c00c6d6fc38242bb2dd10b6612301ccc124261d3b,4325176,1506789520,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,150.001050000000000000,NULL,NULL,0
3488,0x4a84858d254d4f04bee72750aac4c360438eaa5fd7152fc86ad1196e002a3165,4325274,1506792580,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.631050000000000000,NULL,NULL,0
3489,0x670225f083d2dbae0a3bb5e28d4c41c2a0c2f091d03c27b6a4917d7323496ebe,4325467,1506798592,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,4.001050000000000000,NULL,NULL,0
3490,0x590908ba70537b7a842b533788d0373995226febae26d365052c0d0830ed9cff,4325576,1506802191,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.278238200000000000,NULL,NULL,0
3491,0x8ab8e8d2b416d5f821f41f95eb529d008e1393880ebe196471746ba5b4a83274,4325664,1506804586,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3492,0x02a97689a8305d94ec08ec22c0924a6e0d8e9e9bfde8bff2e9e16d5b23d767fe,4325707,1506805809,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3493,0x058c8ccba9f13d93b68553c116eeac80ad67eba7dd13501732a316dae783cc53,4325752,1506807026,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.032100000000000000,NULL,NULL,0
3494,0xdb8c89c73ab23986219684e98f12f2c14523859c1f06ca2d57e24a67d2534fb5,4325833,1506809440,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.051050000000000000,NULL,NULL,0
3495,0xaa7b6317eeafcd274eb2b3ae0cffcc04b7be5fac0fb051baff8626560d8eee9a,4325978,1506813666,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,20.001050000000000000,NULL,NULL,0
3496,0x3ad664c99376844729bb5b57adc26283a95384d8d79eb0353fd8f02df9613a68,4326000,1506814283,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.771050000000000000,NULL,NULL,0
3497,0xaf85ad98acba21502742ba78b3fb45b717ff8d4fa8a12575eebecba9364cf575,4326020,1506814888,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.451050000000000000,NULL,NULL,0
3498,0xe7cc80ea54da216a26aac316224187d068b8a5c8f4be7c09d863dad0d7dfc4cf,4326074,1506816722,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3499,0x698743b16ec3ee18566b502f8aa28df9a784286c380d0e752ebadfe02c4ff9d6,4326096,1506817349,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.622100000000000000,NULL,NULL,0
3500,0xfab72950481b6dc4a28e778df3ade564a4814fa58059ee09ac7180eeebfa672c,4326159,1506819178,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,4.002100000000000000,NULL,NULL,0
3501,0xc0ddbd69347e4f990735b2558258f810b8599eb20a12f20eb5e8d6719ad770de,4326212,1506820955,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,12.277100000000000000,NULL,NULL,0
3502,0x738f6c77187a5438f2932b60876498ec2b63f5cea5a83b4cd1e66bead25ffe79,4326261,1506822214,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3503,0x31f10fd8da128000a58537baa25ccf516556341fa3259998358b87d78f239638,4326279,1506822771,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.068802120000000000,NULL,NULL,0
3504,0x9ced949fb131dd88d5bc20d91955e07ccc4ed5f93f17d018af4234c79dacca7e,4326309,1506824029,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.811050000000000000,NULL,NULL,0
3505,0xabea65d1d9cfd23af516d9e80bb838ac42f0e41bbd7adb8c6aaca4b11262bc2d,4326326,1506824613,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,20.112100000000000000,NULL,NULL,0
3506,0x279c7470bbe41853c7e34bd3a9afca7a2eebb398341e202bfaac479e61df4c38,4326409,1506826961,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,301.478300000000000000,NULL,NULL,0
3507,0x8e2a6391ec71d025efe4391762f5413e8ce93d37bf953634533c84dc4eb680c6,4326409,1506826961,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,138.522750000000000000,NULL,NULL,0
3508,0x5f029deac52e5e0cff19d8785298933d29e9aa67d04af169cf5e6b555d8b53e8,4326565,1506831187,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,4.205577200000000000,NULL,NULL,0
3509,0xf8098ff36ce183f7a69b68fa541e6ffbb9416282ebad672461049b3a610b22d0,4326585,1506831867,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,62.080519010000000000,NULL,NULL,0
3510,0xe95019159267463d3502a431629acca49a51bcbac6d6ff10988733dc2898c1db,4326606,1506832540,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,30.012100000000000000,NULL,NULL,0
3511,0xec0531de78d10f8822f528573312056125ccfb0c142497dff66bc6f4499f7260,4326643,1506833713,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.631050000000000000,NULL,NULL,0
3512,0xc441dc94141e24437014baf5d8982e6fb9cdc54ad2f7144e9d2bf8f001d8b85e,4326669,1506834497,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,110.002100000000000000,NULL,NULL,0
3513,0x371f216686bbae0ba25ff51eab86187c9c7d835b5e856c5c0ec223b6ebd4b93a,4326683,1506835108,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3514,0x0b6019d8b93621b14ad2f19f6b58dddf7288e2bd3fa6e8a0fed2dc0ac1acf74e,4326698,1506835721,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,5.624050000000000000,NULL,NULL,0
3515,0xcefe3c793d6d82d8a7f9facfac434dfc2f5ee9fddb3d191c2cb6e10729d83eca,4326715,1506836372,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.004250000000000000,NULL,NULL,0
3516,0xbdad904f7f70fa33718e72cbc14343e67a182fea200500b4fed0036483c688f6,4326731,1506836944,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,16.281900000000000000,NULL,NULL,0
3517,0xfd529984326e20fd0cedcbc5feab7d52d01a2de3e4383c3b77c9bdc02020e8ae,4326753,1506837628,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,12.817690160000000000,NULL,NULL,0
3518,0xcaedbcd7fedf0c541c6f9c9536b7150165f5e09b9b3df2fb61d774be682285fb,4326777,1506838269,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.032060000000000000,NULL,NULL,0
3519,0x897a3bdd13d8d0207bad033a03061a37d615790ef4c2ca68c8787f88a2b82ab7,4326798,1506838967,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.631050000000000000,NULL,NULL,0
3520,0x555f6900a872dcef6b07e97e66b03d2152cff3f887d8c8974691d1898a53eab1,4326818,1506839521,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.082100000000000000,NULL,NULL,0
3521,0xed63c8881ed41536142a2e78f72bf91dc6e44fbe5a0e7a79c4bbb833fe03ddc8,4326843,1506840153,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.194153450000000000,NULL,NULL,0
3522,0xdb8722c57c66204145c2866f0d82bb6e3a191ff5f7de5d642d27270907f10b77,4326945,1506843214,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.964231410000000000,NULL,NULL,0
3523,0xcf0a2c2b2ab7b4fd56cb00e8f83c46b949afd66ca9dfa4ce23aaeda0f3205b57,4326994,1506844425,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.010450000000000000,NULL,NULL,0
3524,0xded8974982940ac2226a71bc631b97e5b3d7cc58ebf9c9e5f2c486d1584d4497,4327048,1506846315,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,22.308150000000000000,NULL,NULL,0
3525,0x6d8d18b4f013d447bcbac317cc6e8bd6f1e6de37f99c09c8171c3fe0410d2056,4327068,1506846935,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.101050000000000000,NULL,NULL,0
3526,0xc91635dbb16ba978892dc08c090350a1493b53f741c51a9ba4378aff40feea80,4327086,1506847651,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,10.001050000000000000,NULL,NULL,0
3527,0xc9450056d57de7c01f3ab985550c974ff30add66824b7278903c87881102596f,4327129,1506848895,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,15.001050000000000000,NULL,NULL,0
3528,0x3d8e95f884967338f31b98b1d8fb767caa6f3719cdf4fbedfde2298d340458a7,4327178,1506850157,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,5.001050000000000000,NULL,NULL,0
3529,0x4f76441f5a3dd4e98632a9bd4217a1c77e262a88a9570b978640c4d35953d979,4327263,1506852612,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.123764080000000000,NULL,NULL,0
3530,0x77ea484aeaefd8806af37121a2922e1dcf25f845e42ab908fd536a59a90cfcec,4327282,1506853235,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.102100000000000000,NULL,NULL,0
3531,0xbc6d5bf6e6bdb1145ecd12e6eac9eecd5e9d32bd2acb548bdfab9305716bdabc,4327306,1506853943,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,43.801050000000000000,NULL,NULL,0
3532,0xc36f346128d789778ea51416e7c2eef8a5cd506bdcab0365b897e86af58171e9,4327324,1506854619,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,7.001050000000000000,NULL,NULL,0
3533,0x51df83673558df77376cb6be0d139815d746bb16682de6fea4200f85c235d8e6,4327358,1506855834,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3534,0xa0b9a3efa0ab62e3c8f69e692b7e4759d153050b66019c7492e37a46574944b2,4327488,1506859501,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.001050000000000000,NULL,NULL,0
3535,0x6debfbd5374bc0cfbda87f6e312afd238a6322efef33d42511018b111b868e8b,4327539,1506860741,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.491050000000000000,NULL,NULL,0
3536,0xc2d32757041eb570ccb0c1ea7831b82d942beddd2b70b2676e7a79728668e093,4327561,1506861389,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.001050000000000000,NULL,NULL,0
3537,0x535a0bba7bd72886362f555ed55123a09a2ac6b6dd4ce35f149e86d13c7b093a,4327591,1506862005,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.081050000000000000,NULL,NULL,0
3538,0x135f5899ce91a523f86f4df169fe69905cc8147ff1b042f04f70b11bb5bcffc1,4327606,1506862684,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.501050000000000000,NULL,NULL,0
3539,0xda4e098a082c4bee520baae49c8c94677c109252486f568257dc408df5be3a66,4327636,1506863850,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.381050000000000000,NULL,NULL,0
3540,0xa1aa865156d6d70216efd2481679ce78cbf9947d4b570e30dc236323fa4be9b1,4327694,1506865689,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.810100000000000000,NULL,NULL,0
3541,0x43e81c7d43d2e6170765d7b00dff00b03c99cea98c2489047f2b7b8918b09e52,4327721,1506866336,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.001050000000000000,NULL,NULL,0
3542,0x99c0bb32d062d1ab0feaab3e37c0bfe1e1269f5e0f222999cdc42a2c94779115,4327745,1506866968,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.501050000000000000,NULL,NULL,0
3543,0x21a20e923a69f9a8ae4722b287769372df19f6996aafe80e6846f9504f94101a,4327787,1506868202,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3544,0x5d8885f4a4fdda783b969892261858db1260b6a6ed0334d85e99d9a6529c1f2f,4327805,1506868836,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3545,0x4d98423bfc99ff83a284bdf12bd85cfbb650200cb930770ef760c0280f4dcbe6,4327833,1506869478,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,2.002100000000000000,NULL,NULL,0
3546,0x039fbb7e2510bcee02093237f15fae82b40f8609677027fe7671e7c41aa2c0d7,4327921,1506872497,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.011050000000000000,NULL,NULL,0
3547,0x894f874e300bc1b99f53bfe256eeb3a42e68337429ab74b230d93b9c7bed5f7e,4327972,1506873769,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.002100000000000000,NULL,NULL,0
3548,0x36104705426ecbe406b546932ffaa0f82144ba63522bda7a873bc49eb55d6129,4327998,1506874412,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,14.001050000000000000,NULL,NULL,0
3549,0xef359a0cd5013c7ce5f415255ba70d79a27b112182a792f4ba9a97b35f292186,4328022,1506875159,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,9.001050000000000000,NULL,NULL,0
3550,0x4d562fd2241591673a731936250e2c0aefd9ea73db4cdd546218fe08d34eea1b,4328040,1506875805,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3551,0xe443307b130d9c0cb6528461797f1875e97c4be4d73b69bbb6e6904c825baf8e,4328169,1506879369,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3552,0x9ce2163f32ca5810c671a4fd5535032977b562bbb89763d234305ad2dcc16f07,4328326,1506884283,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.701050000000000000,NULL,NULL,0
3553,0xbbea5381fb485ef09d2f5ad522393fabe86a3af39be16a1d746dc6815349d442,4328552,1506891496,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,0.108100000000000000,NULL,NULL,0
3554,0x931593993429b8ff94948af870aecb81b09b615ca34715e6cdf60aec9a55c768,4328639,1506894602,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.001050000000000000,NULL,NULL,0
3555,0x2a2510bca62a5cb1bcb7863ae9f8e6dd8c2e716c06ba806469cc2e49cdb6252c,4328886,1506901261,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,4.602100000000000000,NULL,NULL,0
3556,0x4df1e8d84adfa638bf4ee10a82f72a771d344cf22cdec8325207877a17ac464a,4328925,1506902521,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,18.792100000000000000,NULL,NULL,0
3557,0x613485ca0ac5e5f95b4071485b2c382971cdc2d9598ec7b21ea337e194c86ba3,4329020,1506905579,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,7.002100000000000000,NULL,NULL,0
3558,0x32e2b954bfefa0e44f1780efe9f92e25b3598d6796298345a6710057a92e2f93,4329043,1506906247,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,6.252100000000000000,NULL,NULL,0
3559,0x23290ece5c1b49e0291eea87f0eea22249e182ce4e88ccebc6a8b145a5dc2704,4329068,1506906888,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,5.062100000000000000,NULL,NULL,0
3560,0x20affe1bb595b6f6d311ddccf29a2f2658dea1fa976ee3ee69ad8e874e4277f2,4329098,1506907529,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,1.001050000000000000,NULL,NULL,0
3561,0x9b899984ff2027ebe8b5837e910542e3f9c2d06f0f4055116e439f855f6d49af,4329113,1506908207,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,3.896300000000000000,NULL,NULL,0
3562,0xa802e7e63b462cbc175deac08bc26b6e07c1b9d306eda3d02306195e4e684a59,4329133,1506908892,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,13.008371770000000000,NULL,NULL,0
3563,0x181ca85e53117918c696c75da6a826a13e6467e806ae5d7f8cbd8e00ed0f20a4,4329151,1506909537,0xc7c7f6660102e9a1fee1390df5c76ea5a5572ed3,0xb01cb49fe0d6d6e47edf3a072d15dfe73155331c,10.001050000000000000,NULL,NULL,0
